idTweet,fullText
1.48E+18,"@karynaarteaga @XimenaGarzon11 @LassoGuillermo @Salud_Ec Si estos señores, tanto el Presidente como la Ministra, siguen usando dinero público para comprar productos que siempre prometen seguridad con una siguiente dosis y luego otra (casi vacuna por suscripción) habría que hacerles un juicio penal."
1.48E+18,"@carlosoporto @LassoGuillermo El virus pierde fuerza , lo más probable que la vacuna no ayude en nada , si el mismo virus es que ya perdío su peligrosidad . La vacuna sólo es una excusa para que no lo tumbe en eso se nota , esta premiando a cierto hijo de periodista a puesto de gobierno .para mentir"
1.48E+18,"@LassoGuillermo @SergioCeleri Genocidas todo lo hacen para apropiarse de los recurzos de todas las naciones,con su pandemia inducida y su vacuna,nos tienen amordazados para que nadie prteste y asi aplicarnos todo su plan macabro de 10 años o sea hasta el 2030,se quieren repartir el ESTADO Y ESCLAVIZARNOS ."
1.48E+18,@BSC_ROCK1 @AfroditaFlat @LassoGuillermo Sin duda borregos o Trolls que no entienden dejen de joder la vida la vacuna está salvando a la humanidad
1.48E+18,"@J5Andres @LassoGuillermo Si el gobierno deUSA te lo da gratis...aún asi la gente no quiere vacunarse y hoy dia hay filas de 4 cuadras para un examen...preocúpese cuando en USA empiezen a cobrar la vacuna y el test y la cobertura del hospital por covid, ya no tardan"
1.48E+18,Saludos con todos hoy dando cumplimiento con la 3era. vacuna de refuerzo. Gracias al MSP @Salud_CZ8 y al señor presidente @LassoGuillermo 🙏 https://t.co/QGKq273fyt
1.48E+18,"@LassoGuillermo Con todo respeto Sr Presidente, por qué no ponen el refuerzo (tercera dosis) con la misma vacuna de la 1° y 2° dosis.Por qué como camisa de fuerza Astrazeneca. Abra un abanico de vacunas puesto que hay suficientes para la tercera dosis, la acogida por parte de público sería mejor"
1.48E+18,@LassoGuillermo Presi la vacuna no soluciona este problema pero por lo menos no te tumba muy fuerte..medite sobre el regreso a clase presencial si los pelados se enferman acaso Ud nos va a dar para las medicinas
1.48E+18,Estimado presidente @LassoGuillermo y estimados del @Salud_Ec por favor traigan la @sputnikvaccine a Ecuador! Existe mucha gente q no se ha vacunado porq espera esta Vacuna Rusa! QUE HA RESULTADO SER MEJORES QUE TODAS! Al princio de su gob. dijo q iban a llegar y no sucedió! https://t.co/SjfuBanevV
1.48E+18,"@LassoGuillermo Señor Presidente, la vacuna NO soluciona el problema que se viene en el RETORNO OBLIGATORIO a clases PRESENCIALES que pretenden hacer...Su Ministra @mariabrownp se contradice en la rueda de prensa de ayer...NO va a haber DISTANCIAMIENTO DE 2mts, 40 alumnos en una aula pequeña!"
1.48E+18,"@Sanchezmendieta @Salud_Ec @ABorreroVega @XimenaGarzon11 @LassoGuillermo @mattabad Debería haber prioridad para pacientes de la tercera edad , a mi madre ce 78 años con discapacidad le mandaron a hacer fila para la vacuna, obviamente por su condición no la hizo y buscamos otro centro de salud más ordenado"
1.48E+18,"@Sanchezmendieta @Salud_Ec @ABorreroVega @XimenaGarzon11 @LassoGuillermo @mattabad no hay atención prioritaria, todos unidos niños, adultos mayores, discapacidad, terrible, solo dos personas atendiendo de los cuales uno llena los datos y otro vacuna, encima salen y dicen se fué el sistema por Dios, es una crueldad! no hay distanciamiento 😢"
1.48E+18,@LassoGuillermo ¿Qué están inoculando con las vacunas? Se observa claramente circuitería en la vacuna de pfizer después de la evaporación de la muestra. https://t.co/Mg3AZp5qlO
1.48E+18,@LassoGuillermo Porque también no incentivar a que la gente coma sano haga ejercicio eso también sube las defensas y no solo esperar de la vacuna
1.48E+18,"@djalmablum @pat0lopez @cchiribogar @fabian_carlin @Ana45565104 2022-01-03 Ecuador @XimenaGarzon11 Ministra de Salud - Los #Vacunados se estan MURIENDO. No MENTIAN que la vacuna minimiza sintomas y evita muertes? Si la 1ra 💉 no sirve, les salvara una 3ra/4ta de la misma 💉?  @LassoGuillermo https://t.co/tJXlqLRY1O"
1.48E+18,@demokratiko7 @XimenaGarzon11 @Salud_Ec @LassoGuillermo @ABorreroVega El problema  es que no hay esa vacuna
1.48E+18,"Vacuna #Corbevax 
3 dólares por dosis, efectiva al 90%, sin problema de patentes, ni efectos secundarios.
Por ahí leí que @LassoGuillermo quería fabricar vacunas en sociedad con Colombia. https://t.co/oqFM5oxWpy"
1.48E+18,"@catsloveres @LassoGuillermo SI LA VACUNA ES VOLUNTARIA PORQUE PEDIR PASE SANITARIO OBLIGATORIO PARA COMPRAR ALIMENTOS, MEDICINAS Y ENTRAR A LOS BANCOS A RETIRAR MI DINERO .. QUIEN GARANTIZA QUE LA VACUNA ES 100% SEGURA Y CUBRE LA GRIPE LLAMADA OMICRON .. OTROS PAISES ESTAN SUSPENDIENDO LA VACUNACION 😎"
1.48E+18,@LassoGuillermo Con o sin vacuna se estan enfermando!
1.48E+18,@NelsonZavala9 @Salud_Ec @LassoGuillermo Pero no todos tienen un buen sistema inmunológico y si no se aplican la vacuna sentirán los terribles síntomas del covid.
1.48E+18,"@karynaarteaga @vero8605 @LassoGuillermo En la Resolución del COE dice que las actividades asenciales están exentas de exigir el certificado de vacuna como son salud, educación, trabajo y servicios públicos, se olvidaron de la alimentación, pero al ser una actividad esencial no hay obligación de presentar. https://t.co/iKBQ4YeFrG"
1.48E+18,"Vacuna + mascarilla + lavado de manos + uso de alcohol antiséptico + distanciamiento 
Definitivamente AYUDA A 
REDUCIR EL RIESGO DE PROPAGACIÓN, CONTAGIOS Y FALLECIMIENTOS CON COVID! 🙌 https://t.co/EdGpOiq9F0"
1.48E+18,"@y_danko @Iure_ec @elcomerciocom @LassoGuillermo @Educacion_Ec @CapiZapataEC Amigo con todo el respeto, es abogado, no tiene la preparación para andar diciendo eso. Hay mucha información de cómo se fabrica una vacuna pero es irresponsable afirmar tal falacia"
1.48E+18,@LassoGuillermo Después de cuantos meses de ser aplicada la segunda dosis me tengo que poner la vacuna de refuerzo
1.48E+18,Hay personas enfermas que no pueden entrar a la farmacia y otras no pueden comprar alimentos por no tener un carnet obligatorio de una vacuna voluntaria!!! Por favor @LassoGuillermo falta el sentido común y el respeto a los derechos individuales. Qué tipo de gobierno son?
1.48E+18,@MiVERDADDIRECTA @LassoGuillermo En eso sí estoy totalmente de acuerdo ya paso la vacuna y estuvo bien pero necesitamos para ese cáncer q es la delincuencia y el narcotráfico
1.48E+18,"@lahistoriaec Debe ser Lasso muy mal presidente para que se extrañe a Lenin o Correa, dice que piensa en la salud de los Ecuatorianos por eso la vacuna obligatoria, pero de las enfermedades catastróficas no hay medicinas, entonces que será? Solo que @LassoGuillermo es un títere del FMI?"
1.48E+18,"@oso38000 @Cabrinisima @karynaarteaga @LVenusine @LassoGuillermo Nadie se hace responsable por las muertes x vacunas
En Italia demandaron al Gobierno x muertes x vacuna Covid y el gobierno respondió que era VOLUNTARIA https://t.co/KMcbJ07e1D"
1.48E+18,"@ecuavisa @fabiolasantana2 P ellos los burócratas amigos dl aprendiz de dictador @LassoGuillermo
 a la casa,mientras los niños en las escuelas contagiándose y enfermándose,p aterrorizar a la población y vacunarlos con ese tóxico llamado ""vacuna"". https://t.co/0PbkveyioQ"
1.48E+18,"@karynaarteaga @LassoGuillermo La vacuna NO IMPIDE ni q se contagie, Ni contagiar.
Tan inservible, es la petición de carnet, que Israel, va x la 4ta dosis, y NO puede evitar las olas de la pandemia

Solo las medidas de Bioseguridad, nos protegen y la FALSA percepción de seguridad de los vacunados, es RIESGO https://t.co/YucH98Dd3m"
1.48E+18,"@LassoGuillermo por favor ya empiecen a poner tercera y cuarta dosis de vacuna,  si no aquí vamos a enfermar otra vez ! No esperen los 6 meses ya deberían empezar los que ya están por cumplir 6 meses por favor 🙏🏻"
1.48E+18,"@gponceleiva @LassoGuillermo La panacea de las vacunas no lo es todo! 
Cuando la gente ve que cada día tiene menos dinero, menos comida en la mesa y cada vez hay más delincuencia que le quita lo poco que le queda es obvio que ninguna vacuna los contenta..."
1.48E+18,"@neojcmatrixxx @elcomerciocom @LassoGuillermo Corrección, el virus existe. Lo que no existe es tú cerebro y que tu ""vacuna"" tóxica funcione. Otro día cuando rebuznes, piensa a quién lo haces.."
1.48E+18,"@radio_pichincha Claro, a los burócratas amigos del aprendiz de dictador @LassoGuillermo  a la casa, mientras los niños en las escuelas contagiándose y enfermándose, para luego aterrorizar a la población y vacunarlos con ese tóxico que llaman ""vacuna"". #dictadurasanitaria https://t.co/6sHTZz9Vb5"
1.48E+18,"@teleamazonasec P ellos los burócratas amigos dl aprendiz de dictador 
@LassoGuillermo a la casa,mientras los niños en las escuelas contagiándose y enfermándose,p aterrorizar a la población y vacunarlos con ese tóxico llamado ""vacuna"".."
1.48E+18,"@teleamazonasec P ellos los burócratas amigos dl aprendiz de dictador @LassoGuillermo
 a la casa,mientras los niños en las escuelas contagiándose y enfermándose,p aterrorizar a la población y vacunarlos con ese tóxico llamado ""vacuna"".."
1.48E+18,"@ecuavisa @pdiaztv P ellos los burócratas amigos dl aprendiz de dictador @LassoGuillermo
 a la casa,mientras los niños en las escuelas contagiándose y enfermándose,p aterrorizar a la población y vacunarlos con ese tóxico llamado ""vacuna"".."
1.48E+18,"@awatak20 @uis_bravo @Educacion_Ec Claro, a los burócratas amigos del aprendiz de dictador @LassoGuillermo  a la casa, mientras los niños en las escuelas contagiándose y enfermándose, para luego aterrorizar a la población y vacunarlos con ese tóxico que llaman ""vacuna"". #dictadurasanitaria https://t.co/6sHTZz9Vb5"
1.48E+18,@librepensar_mmm @karynaarteaga @LassoGuillermo Los países mas vacunados son los mas afectados al momento. La vacuna es un fracaso!!
1.48E+18,@Salud_Ec Y ahora a pedir el carnet de vacunación para transportarnos que carajo les pasa a estos “autoridades” si Nadie se hace responsable por los efectos secundarios a causa de la vacuna EXPERMENTAL no hay porqué VACUNARSE @CapiZapataEC @LassoGuillermo #YoDecido
1.48E+18,"@elcomerciocom Claro, a los burócratas amigos del aprendiz de dictador @LassoGuillermo  a la casa, mientras los niños en las escuelas contagiándose y enfermándose, para luego aterrorizar a la población y vacunarlos con ese tóxico que llaman ""vacuna"". #dictadurasanitaria https://t.co/wT77UoYbtp"
1.48E+18,@comando2233 @AsambleaEcuador @brunosegovia @VillaFernando_ @LassoGuillermo @simoncueva @FinanzasEc @APACHE_EC @noticiarasputin @NickTheHitman3 @LaPatriotaEcu @ABorreroVega @DDHH_Ec @LassoGuillermo 👁 Sr Presidente Escuche a su PUEBLO. No permita que se estropee mas a lo ecuatorianos. Somos los ciudadanos de libre pensamiento Vamos a proteger a todos si? …no le parece una estupenda idea apartar a su circulo de los mega negocios y pasar mejor a la historia?
1.48E+18,@VillaFernando_ @LassoGuillermo @ContraloriaECU @CNEL_EP @GoberManabi Hay un poco de brutos descerebrados que mal asesoran al Presidente y no se dan a la tarea de revisar la información y sugerirle o advertirle al Presidente que tal o cual persona no está apta para el cargo
1.48E+18,El presidente @LassoGuillermo puso el  dedo en la llaga. El alcalde de #Zaruma lleva seis años en el cargo y la ciudad se le hunde a su vista y paciencia por la minería y el clientelismo. Que la sociedad tome conciencia y empiece a ser más crítica con sus autoridades locales. https://t.co/5bqjmMJr5x
1.48E+18,"Plan del @MashiRafael para salir de la crisis: Salvaguardias para proteger la industria nacional.
Plan de @LassoGuillermo para salir de la crisis: Dar créditos de menos de $500 para que compres un charol y te pongas a vender caramelos. No hay dudas, con Correa teníamos presidente"
1.48E+18,Estimado presidente @LassoGuillermo este tipo de noticias se deberían publicitar para dejar en constancia toda su gestión. El prófugo hacía de esto una bandera de lucha como sí por las noches el ecuatoriano prendía velas o candiles de diésel antes de su llegada. https://t.co/pryCbhA5G1
1.48E+18,"@SantinoIsBack Lo felicito por este gráfico..hace algún tiempo ya me pronuncie sobre este problema y dije q los propios conciudadanos  de Zaruma elaboran túneles dentro d sus casas para buscar el metal precioso,  sacrificicando su propia ciudad  y ahora le reclaman al presidente @LassoGuillermo"
1.48E+18,"AHORA | Bajo el liderazgo del presidente @LassoGuillermo, se realiza una reunión presencial y telemática, para evaluar los trabajos realizados por la emergencia en #Zaruma.

#JuntosLoLogramos https://t.co/IxdCk4npD9"
1.48E+18,"@carlosrojasecu @LassoGuillermo Bien dicho Presidente, estos incompetentes."
1.48E+18,"Mañana a las 08h00, los invitamos a unirse a 'ENCONTRÉMONOS por la ciudadanía' con la participación del presidente @LassoGuillermo.

Será transmitido por @PublicaFM, @radiosonorama, @radiolatacunga, redes sociales oficiales y medios de comunicación que se enlacen voluntariamente. https://t.co/qhmw5RbzxR"
1.48E+18,"HASTA ahora el país no ve de la mano DURA del Presidente @LassoGuillermo, ese cambio que esperábamos y que tanta fe teníamos, hasta ahora aún tenemos Corrupción, aun no se recupera el dinero robado,  aún los prófugos gozan de riquezas e impunidad. 
#RedDeTuiterosHonestos"
1.48E+18,"@sobo_te Que Dios se apiade de nosotros y que en su voluntad esté que ese mal nacido deje de ser el presidente del Ecuador,un cargo que jamás debió ejercer,su efectividad destruyendo y mintiendo es increíble 
@LassoGuillermo
 #LassoEsUnFracaso"
1.48E+18,@PaulOlsen1 @LassoGuillermo señor presidente esto es urgente.
1.48E+18,"Participamos junto al presidente @LassoGuillermo de la reunión donde se dio a conocer las acciones a favor de #Zaruma. 
@ObrasPublicasEc mantiene un equipo multidisciplinario de especialistas que colaboran en inspecciones técnicas en la zona afectada. https://t.co/0lvptxkpUd"
1.48E+18,"@LassoGuillermo @Presidencia_Ec @MLAlcivar @Ambiente_Ec @RecNaturalesEC 
Señor presidente si cierra la empresa privada en el distrito minero Zaruma...le da en bandeja de oro el control a las mafias que ya operan allí..y los zarumeños trabajaremos para ellas!!!"
1.48E+18,"Una pregunta suelta, presidente @LassoGuillermo , ¿usted ha cerrado alguna agencia del Banco de Guayaquil en todo el país? 😉"
1.48E+18,"@LassoGuillermo @LassoGuillermo 
Señor presidente mientras usted no anule esa tabla de consumo nuestros hijos seran maniquies de la droga....
S. O. S."
1.48E+18,"@omarmaluk @LassoGuillermo No crea, siempre decimos lo mismo, nada peor puede haber y llegó moreno, y con moreno, ya nada peor y llegó lasso.
Ahora mismo moreno debe estar amargado porque le quitaron el primer lugar del peor presidente de la historia."
1.48E+18,"@LassoGuillermo @Presidencia_Ec @MLAlcivar @Ambiente_Ec @RecNaturalesEC 
Señor presidente no se equivoque, la empresa formal que ayuda a la reconstrucción de zaruma con recursos sin tener responsabilidad por lo que los corruptos han provocado en Zaruma... No puede ser sacrificada"
1.48E+18,"🔴#ATENCIÓN | El presidente, @LassoGuillermo , firmó un Decreto Ejecutivo que permitirá a través del Ministerio de @InclusionEc entregar un bono de contingencia por desastres a las familias afectadas por el socavón que ocurrió en #Zaruma. https://t.co/uGpO3zuVwi"
1.48E+18,Sr @LassoGuillermo decir que el pueblo necesita créditos a 30 años para vender caramelos y galletas en la calle. No tiene una maldita idea de la realidad. Y así es presidente? Cómo vas a mejorar la calidad de vida del país si estás viviendo en u a burbuja!
1.48E+18,"Sr presidente @LassoGuillermo jamás los srs de @CNEL_EP supieron justificar mi inconveniente de pago de consumo (tengo un MiniMarket) de 13000 kwh EN UN SOLO MES . Y como para ellos es fácil cortar, mes a mes (a pesar que pagaba $ 500 ) no les era suficiente el pago 🧵"
1.48E+18,"@LassoGuillermo tengo una pregunta por que los hospitales estan siendo dirigidos por medicos recien graduados son ninguna experiencia en  toda indole, sera acaso palanqueo, por eso los hospitales estan cono estan .. si le contara mi estimado presidente"
1.48E+18,"@ALESANDOVAL1974 @Educacion_Ec @mariabrownp @PrimeraEcuador @LassoGuillermo aquí no hay presidente, para tomar decisiones y peor aún para ir de casa en casa haciendo pruebas, no hay medicinas de paso"
1.48E+18,"Presidente @LassoGuillermo es un clamor nacional queremos la CONSULTA POPULAR, el país debe dar un giro radical, terminar con la corrupción, la función judicial podrida y esa Corte Constitucional adicta a Correa, terminar esa Constitución comunista del 2008 y volver a la de 1998."
1.48E+18,"@cedu12 @revistavistazo @LassoGuillermo @JhansyL Haber pendejo
El es presidente no es alcalde
Si la alcaldía es inoperante eso es cuestión de ellos

Zaruma debía levantarse y luchar por su tierra
Si ese alcalde es inepto es culpa de quienes lo eligieron y no le exigieron. Que realice sus funciones"
1.48E+18,@bona2tri @CynthiaViteri6 @LassoGuillermo El presidente esta esperando que aya muertos y más casos ay si se sienta recién a ver que medidas toman
1.48E+18,Le hablan Sr. Presidente @LassoGuillermo !Recapacite! Los comunistas jamas perdonan. Le paso al papa de @KeikoFujimori y ahora a @JeanineAnez en Bolivia. No queremos le pase a Ud. Los ladrones NO PERDONAN. https://t.co/M1vFqeurtV
1.48E+18,"@revistavistazo @LassoGuillermo @JhansyL Así es sr presidente

El problema de estos funcionarios públicos que llevan años, es que TOMARON LA MODA CORREISTA.

ELLOS HACEN LA 💩💩 Y DESPUES FACIL, ACUSAN A OTROS DE SUS DELITOS Y DESASTRES, ESO SE LLAMA COBARDIA

PERO QUE SE PUEDE ESPERAR DE FUNCIONARIOS DE LOS ULTIMOS 14"
1.48E+18,"PACTO @LassoGuillermo @MashiRafael 
Hoy una prueba de fuego para tratar de cumplir con lo negociado, la una parte ya se abstuvo, falta que la otra parte libere a Glas
Vamos a ver Presidente de que estás hecho, o de la misma mierda como todo político o eres diferente.
OJO AL PIOJO"
1.48E+18,"El vicepresidente del FUT de #Ecuador 🇪🇨, @JoseVillavicenF , aseveró que el Gobierno del presidente @LassoGuillermo no desea dialogar con las organizaciones y movimientos sociales sobre los problemas que afectan al pueblo y descalifica a sus dirigentes.
https://t.co/0wvKhw5AIX"
1.48E+18,¡Felicidades Sr. Canciller @juancaholguin! Excelente la elección del Presidente @LassoGuillermo. La República del #Ecuador puede estar segura de que será muy bien representada en el #exterior. Desde la @Declaracion le traslado mi más sincera enhorabuena. ¡Cooperemos! 🇺🇳🇪🇨🇪🇸 https://t.co/XiQLspuPF7
1.48E+18,"@ETacle Técnicos Indispensables como Barreras del Bienestar,Prosperidad,y Desarrollo Personal,Familiar,Colectivo d Los ECUATORIANOS.
Lo Peor d Este Problema es La Ceguera,Sordera,Mudez del Sr Presidente @LassoGuillermo.En Reconocer Su Equipo d Colaboradores/Asesores q le hacen Equivocar!"
1.48E+18,"@HijadelSol17 @EcuavisaInforma @LassoGuillermo . Los emprendedores suerte con su idea, con 3mil dólares veamos que negocio se puede montar, según el remedo de presidente se puede hacer mucho con un capital así. Me parece q se burla de la pobreza, el payaso del circo."
1.48E+18,@LaClaveNoticias @PerfilesOpinion CREO que ya nadie te CREE presidente @LassoGuillermo
1.48E+18,"Presidente @LassoGuillermo agradece labor de las @FFAAECUADOR. Los soldados continuaremos trabajando siempre de manera profesional en bien del pueblo ecuatoriano.

#JuntosLoLogramos Presidente @LassoGuillermo https://t.co/Uv88E17q3s"
1.48E+18,Presidente  @LassoGuillermo  @ABorreroVega ¿Seguirá  presupuesto de salud &lt; 4 % PIB en Ecuador para el MSP mientras nuestros vecinos Latinoamérica es &gt;5%  y en Europa es desde el 7-8-10% @IESSec @CREOEcuador @eluniversocom @ecuavisa https://t.co/yOZE1WH8gc https://t.co/lvRCbqfzId
1.48E+18,#ATENCION #URGENTE #Ecuador Alcalde de #Zaruma Jonnhy López no le acepta a presidente @LassoGuillermo que le cargue el problema minero en dicha ciudad. https://t.co/2YHeLfFZhw
1.48E+18,Harto borrego pendejo intentando vincular al presidente electo democráticamente sin apagón ni fraude @LassoGuillermo no como el sátrapa Mameluco @MashiRafael https://t.co/LRzQ9Rf0xv https://t.co/gV4uUVrfyn
1.48E+18,@LassoGuillermo @InclusionEc Presidente primero deben aclarar si son parte del “negocio”
1.48E+18,"🔴.#Curiosidades | Los comuneros de #Cotopaxi toman la prueba al Presidente @LassoGuillermo sobre el manejo del campo
🔴 Entregan un pico para que realice un huacho y… mejor les dice “vamos”
🔴 Según @Ecuadorencifras más de 2 millones de ecuatorianos dependen de la agricultura https://t.co/Sddj7QHoaL"
1.48E+18,@SoleColoma Harto borrego pendejo intentando vincular al presidente electo democráticamente sin apagón ni fraude @LassoGuillermo no como el sátrapa Mameluco @MashiRafael https://t.co/r2HPOQL1NX
1.48E+18,"@carlosrojasecu @LassoGuillermo Bien dicho señor presidente, es mas se debe investigar a las autoridades, por la complicidad que es evidente, al permitir que por la ambición, se haya permitido este daño tan grave a la ciudad de Saruma."
1.48E+18,"El vicepresidente del FUT de #Ecuador 🇪🇨, @JoseVillavicenF , aseveró que el Gobierno del presidente @LassoGuillermo no desea dialogar con las organizaciones y movimientos sociales sobre los problemas que afectan al pueblo y descalifica a sus dirigentes.
https://t.co/0wvKhvNZkn"
1.48E+18,"En el #GobiernoDelEncuentro seguimos trabajando en la reactivación económica que tanta falta le hace a nuestro país.

El presidente @LassoGuillermo, sin descuidar las medidas a tomar debido a la pandemia, continua devolviéndole la esperanza a los ecuatorianos.

#JuntosCumplimos https://t.co/Vs11JmNIUA"
1.48E+18,"@odebrechtmoment @verozumarraga @lahistoriaec @LassoGuillermo Los multiplicó por mil , pero trabajaban los mil . El gangoso de tu presidente hace lo mismo pero todos ignorantes y vagos igual que él, por eso nada funciona . Deja de hablar mierda, pena ajena es lo que dan Uds. defendiendo a un tipo que además de desagradable es bobo."
1.48E+18,"22.400 MPC de gas asociado desperdiciados =~$80 M quemados desde 24/5/21 Sr. Presidente @LassoGuillermo súmele a esto el costo de la gasolina y el GLP importados que GNV y los líquidos del gas pudieran reemplazar. Haga historia Presidente, elimine las teas! Glasgow! Ministro?"
1.48E+18,"Durante la reunión virtual con el Presidente @LassoGuillermo y autoridades, sobre acciones realizadas por la emergencia en #Zaruma, ministro @EstebanBernalB informó sobre el apoyo económico y social otorgado a familias afectadas.  
¡Ratificamos el compromiso de atención integral! https://t.co/ycQDrSNUVU"
1.48E+18,"@ramirogarciaf Así es!!! 
Como el nivel de presidente @LassoGuillermo que tenemos, evasor de impuestos, vergüenza a nivel mundial, que se puede pedir del resto. 
3-2-1 troll Center a trabajar. 🤡🤡🤡"
1.48E+18,"@Xavier_Moina_P @charlyrojosan @ComunicacionEc @LassoGuillermo @InclusionEc @Riesgos_Ec @RecNaturalesEC @DefensaEc @MinGobiernoEc @ViviendaEc @Ambiente_Ec @cee_ec Y eso porq no le exigieron a Correa o a Moreno , si es un problema de años , porque el presidente que va 7 meses debe solucionarles todo a sabiendas q los mismos propietarios de las casas y muchos zarumeños sabían y lucraban de las excavaciones ?"
1.48E+18,@ramirogarciaf Doctor ayer le escribí y no me contestó sobre la mentira que nos hizo el presidente @LassoGuillermo . Ahí aplica y acá no. https://t.co/UD2TzCB1d8
1.48E+18,"Si el presidente del COE se contagia, con qué cara nos tratan a nosotros como ganado y quitarnos libertades @LassoGuillermo. ¿Qué falló? ¿Le faltó una dosis? ¿No se puso bien la mascarilla? ¿Qué? Payasos politiqueros jugando a doctores."
1.48E+18,@VillaFernando_ @LassoGuillermo @ContraloriaECU @CNEL_EP @GoberManabi @APACHE_EC  tengo la impresión que al Presidente Lasso le encanta gobernar con delincuentes 😡
1.48E+18,"@ecuainm_oficial Claro que no tiene quien lo represente, si el presidente que nos gastamos @LassoGuillermo, es el propio corrupto,  miserable, un hombre nefasto que no le interesa el bienestar ni el progreso de Ecuador, el propio payaso! #LassoEsUnFracaso"
1.48E+18,@Micc_Ec #Urgente presidente @LassoGuillermo alcanza el 80% de credibilidad en todo el país.
1.48E+18,"#Actualidad: El presidente @LassoGuillermo responsabilizó al alcalde de #Zaruma, @JhansyL, por el socavón del mes pasado en el cantón orense. Así le contesta el dignatario municipal ⤵️ https://t.co/ni4zIqWxfg"
1.48E+18,"@AngelTipantuna @LassoGuillermo Nuestro presidente @LassoGuillermo desde que asumió el cargo está trabajando por su pueblo, haciendo lo imposible por brindarle a las familias ecuatorianas los mejores beneficios. Ya basta de tanto odio! @CancilleriaEc @MLAlcivar"
1.48E+18,@RenzoHH02 @FreddyV08868170 @BonigTatiana @luisantonio_r @24HorasGYE @LassoGuillermo Ajap. Así como el ex presidente economista que quebró al país y metió al.pais en el problema de las drogas.
1.48E+18,"@AngelTipantuna @LassoGuillermo Y yo quiero vender Ferraris... Sabes cuanto vale 1 Ferrari? Mínimo 150 mil dólares... Presidente, no me alcanza... 😭
Si no te alcanza, empieza con menos o búscate otro negocio!"
1.48E+18,"@notimundoec @JhansyL @LassoGuillermo Alcalde sin compromiso con su ciudad, presidente Lasso...... un inepto total."
1.48E+18,"Cuando el voto sea voluntario y no mandatorio, NO se tendrá “cuotas políticas” q pagar y llenar d vagos “campañeros” las oficinas públicas. Basta a la burocracia y SI a la meritocracia. Más empresarios para menos carga política ! @LassoGuillermo @agustinintriago @VillaFernando_ https://t.co/cRXPfQsHIq"
1.47E+18,"No lo permitiremos que @LassoGuillermo y su pandilla pretenda callarnos con amenaza de encarcelamiento. Vamos todos a la #BroncaNacional desde enero de 2022, para tirar abajo toda la política ambriadora de este gobierno oligarca, corrupto enemigo del pueblo y sirviente de #FMI. https://t.co/AnOS7GBR82"
1.48E+18,"@LassoGuillermo que decías en campaña que ibas a combatir la "" Corrupción y la Delincuencia "" que esperas o te dieron $$$$ para Callar o cuota política. @tomebamba @eldiarioec @manabi_noticias @JoseDelgado_TV @AsambleaEcuador @Salud_CZ5 @Salud_CZ4 @Presidencia_Ec @CNACEcuador https://t.co/5pRs3vYmsV"
1.48E+18,"El gobierno de @LassoGuillermo es un inepto y sobre todo indolente. 
No trabaja en política pública para la erradicación de la violencia, quita presupuesto y boicotea instituciones. 
Una plaga de langostas en medio del sembrío. 
¡Qué asqueroso el tipo! https://t.co/UodFBALtcw"
1.48E+18,"Imposible llegar a acuerdos con un presidente que quiere destruir el país.
#LassoMentiroso #LassoEsUnFracasso @LassoGuillermo 

Mediación, una vía ante imposibilidad de diálogo entre Gobierno y Conaie https://t.co/4MQTotoIXw"
1.48E+18,". @LassoGuillermo envió terna para superintendente de Compañías.
#MarcoLópez, delegado de @Lenin  ante la Junta de Política y Regulación Monetaria y Financiera.
#MaríaTatianaGarcía, notaria en Guayas.
#EstebanCoello, presidente Directorio de Cámara Ecuatoriano Americana Cuenca."
1.48E+18,"Aaah... Ahí está el Ecuador del encuentro; del encuentro entre los dos sistemas de política rancia y sucia de @Lenin y @LassoGuillermo, se complementan muy bien 😵
Gracias #GobiernoDelEncuentro #GobiernoDeInutiles
#LassoEsUnFracasso #LassoMentiroso #LassoEvasor https://t.co/oBJZjgYGmV"
1.48E+18,@PSEcuatoriano @LassoGuillermo @silvitabuendia @NguyenGuerrero @CarlaMaldonadoP @RCasasAcogidaEC @AldeaFundacion @TManabitas @ZAMenendez @GisseGarzonM @yadcaramelito22 @blanquispacheco Dan tanto asco. Solo se quejan pero no aportan en nada. Exigen pero ustedes son la lacra de la política desde hace años
1.48E+18,".@xhervas, sobre los 7 meses de gobierno de @LassoGuillermo: no vemos el gobierno del encuentro, no se ve que escuche a los ecuatorianos. No se ve política pública en el actual gobierno para emprendimiento, construcción y la agricultura. 
@LassoGuillermo @e6vasquez @ECNoticias2"
1.48E+18,"@LassoGuillermo @CONAIE_Ecuador @LeonidasIzaSal1 @LassoGuillermo @CONAIE_Ecuador @LeonidasIzaSal1 El movimiento indígena insiste en la derogatoria del sistema de bandas, implementado por Lenín Moreno, y mantenido por la administración de Lasso. » https://t.co/iKDnkYuSY7 https://t.co/98lNMZoOol"
1.48E+18,"@JorgeGlas un #PresoPolitico de el gobierno GENOCIDA Moreno-Lasso #LibertadParaLosPresosPoliticos #LibertadParaGlas ( @ABorreroVega ,@ottosonnenh son vagos y aún así quieren hacer campaña política) no más vagos al poder @LassoGuillermo @Presidencia_Ec https://t.co/oMTTuRddJk"
1.48E+18,"@carlosrojasecu @LassoGuillermo Cómo así???
La voluntad política no está centralizada en el GAD de Zaruma; pero como tenemos a un experto en lavada de manos; cualquier incauto anda por ahí atacando mediaticamente a quienes no gozan de balcón político!!!"
